Nom du projet,Secteur,Énergie utilisée,Type de transport,Distance transport (km),Fréquence transport,Matériaux,Taille de l’équipe / locaux,Durée de vie estimée (ans),Budget carbone estimé (tCO2e),Score ESG initial
Projet_6309,Construction immobilière,fossile,ferroviaire,5153.25,ponctuelle,"béton, recyclé, bois",100,24,686.14,87.5
Projet_6310,Production industrielle,mix,ferroviaire,8466.9,mensuelle,verre,10,30,465.21,13.46
Projet_6311,Projets numériques,mix,routier,9119.38,hebdomadaire,recyclé,100,31,502.02,24.17
Projet_6312,Transport / logistique,fossile,aérien,7151.91,quotidienne,"recyclé, plastique, acier",5,23,495.02,12.31
Projet_6313,Transport / logistique,fossile,aérien,1216.67,quotidienne,"verre, bois",100,50,200.89,25.91
Projet_6314,Agriculture durable,mix,routier,5282.55,mensuelle,"verre, recyclé",5,43,584.84,39.18
Projet_6315,Construction immobilière,fossile,routier,428.12,ponctuelle,"verre, acier",50,21,39.17,82.92
Projet_6316,Production industrielle,renouvelable,ferroviaire,8487.14,quotidienne,"verre, recyclé",200,29,735.82,72.35
Projet_6317,Construction immobilière,renouvelable,aérien,7106.44,quotidienne,"acier, verre, recyclé",100,22,333.72,69.58
Projet_6318,Construction immobilière,renouvelable,routier,4262.85,mensuelle,"plastique, bois, verre",100,35,895.71,13.84
Projet_6319,Construction immobilière,fossile,maritime,2220.73,ponctuelle,"verre, acier",20,22,553.45,50.91
Projet_6320,Agriculture durable,fossile,aérien,4630.99,quotidienne,"béton, verre",5,21,295.82,50.32
Projet_6321,Agriculture durable,fossile,routier,8820.41,ponctuelle,acier,20,47,768.34,66.08
Projet_6322,Production industrielle,renouvelable,maritime,5254.49,hebdomadaire,"acier, verre, plastique",100,23,928.03,81.13
Projet_6323,Transport / logistique,fossile,maritime,9642.98,ponctuelle,"bois, acier",10,34,752.29,0.08
Projet_6324,Agriculture durable,renouvelable,ferroviaire,7415.1,ponctuelle,"plastique, béton",20,12,315.21,75.58
Projet_6325,Projets numériques,renouvelable,routier,8919.15,quotidienne,plastique,20,44,981.57,18.46
Projet_6326,Transport / logistique,fossile,routier,1104.91,ponctuelle,"plastique, acier",5,12,133.58,45.97
Projet_6327,Projets numériques,fossile,maritime,8845.17,quotidienne,"plastique, béton",20,5,612.19,42.25
Projet_6328,Transport / logistique,mix,maritime,5438.89,hebdomadaire,verre,100,31,998.48,59.48
Projet_6329,Construction immobilière,fossile,aérien,2468.39,hebdomadaire,"acier, verre",200,8,764.75,50.5
Projet_6330,Agriculture durable,fossile,routier,9286.39,mensuelle,"acier, bois",5,5,697.43,77.45
Projet_6331,Production industrielle,mix,routier,969.55,quotidienne,"verre, béton, recyclé",20,5,968.93,79.77
Projet_6332,Agriculture durable,fossile,routier,1341.42,quotidienne,"plastique, bois",20,16,652.59,5.88
Projet_6333,Projets numériques,renouvelable,aérien,4973.19,quotidienne,"verre, béton",20,13,77.56,97.96
Projet_6334,Transport / logistique,mix,routier,7911.92,hebdomadaire,"verre, recyclé, bois",20,12,356.0,64.39
Projet_6335,Construction immobilière,mix,ferroviaire,1889.09,quotidienne,"acier, recyclé, bois",200,28,457.09,49.19
Projet_6336,Projets numériques,mix,ferroviaire,5934.59,ponctuelle,"plastique, béton",5,37,75.45,81.41
Projet_6337,Production industrielle,fossile,maritime,67.79,hebdomadaire,acier,20,9,231.99,12.55
Projet_6338,Projets numériques,mix,maritime,9849.71,mensuelle,"recyclé, plastique",10,39,101.9,48.53
Projet_6339,Construction immobilière,mix,ferroviaire,2373.46,hebdomadaire,"acier, béton, recyclé",10,17,525.46,52.57
Projet_6340,Construction immobilière,fossile,routier,1339.78,mensuelle,"verre, acier",200,26,526.86,19.94
Projet_6341,Agriculture durable,fossile,maritime,4872.23,ponctuelle,"plastique, acier, verre",5,42,943.14,79.79
Projet_6342,Construction immobilière,fossile,routier,4487.14,quotidienne,bois,200,38,957.85,74.59
Projet_6343,Production industrielle,mix,ferroviaire,2428.31,mensuelle,"béton, recyclé, acier",20,43,377.15,73.35
Projet_6344,Projets numériques,mix,aérien,2316.42,hebdomadaire,"bois, verre, recyclé",50,5,153.53,76.48
Projet_6345,Projets numériques,mix,routier,9256.52,mensuelle,recyclé,20,34,545.39,52.82
Projet_6346,Production industrielle,mix,maritime,8075.17,quotidienne,béton,5,21,676.15,74.12
Projet_6347,Projets numériques,fossile,maritime,7617.01,hebdomadaire,bois,200,19,645.85,77.11
Projet_6348,Construction immobilière,renouvelable,ferroviaire,7676.88,quotidienne,acier,5,48,122.95,68.91
Projet_6349,Production industrielle,fossile,maritime,3680.49,ponctuelle,recyclé,10,20,550.86,96.7
Projet_6350,Transport / logistique,fossile,ferroviaire,9596.08,ponctuelle,bois,200,20,217.78,6.78
Projet_6351,Construction immobilière,fossile,ferroviaire,9414.07,hebdomadaire,plastique,100,16,767.01,58.28
Projet_6352,Production industrielle,renouvelable,maritime,3492.98,ponctuelle,bois,50,39,109.46,77.81
Projet_6353,Agriculture durable,fossile,maritime,1559.35,hebdomadaire,"recyclé, béton, plastique",100,40,939.63,24.63
Projet_6354,Construction immobilière,fossile,routier,604.08,ponctuelle,"bois, verre",20,12,276.13,84.18
Projet_6355,Construction immobilière,mix,routier,6863.09,ponctuelle,"acier, recyclé, verre",10,22,437.63,29.76
Projet_6356,Construction immobilière,mix,routier,4867.79,hebdomadaire,"bois, plastique",50,37,123.89,6.7
Projet_6357,Production industrielle,mix,aérien,8971.08,mensuelle,"béton, verre, bois",100,40,55.29,23.97
Projet_6358,Transport / logistique,renouvelable,aérien,1758.61,ponctuelle,"plastique, verre",5,8,948.87,17.12
Projet_6359,Projets numériques,fossile,maritime,8936.04,hebdomadaire,plastique,20,19,647.1,29.52
Projet_6360,Construction immobilière,fossile,aérien,770.34,mensuelle,"verre, bois, recyclé",200,38,906.19,96.98
Projet_6361,Production industrielle,mix,aérien,1900.0,ponctuelle,"béton, recyclé",5,25,614.19,95.27
Projet_6362,Transport / logistique,fossile,ferroviaire,8869.67,ponctuelle,"plastique, béton, bois",20,29,125.11,41.09
Projet_6363,Agriculture durable,fossile,maritime,2836.15,hebdomadaire,béton,200,6,223.91,51.41
Projet_6364,Transport / logistique,mix,aérien,9065.54,hebdomadaire,"acier, plastique",200,24,890.51,69.71
Projet_6365,Projets numériques,renouvelable,aérien,1701.2,mensuelle,"acier, bois, verre",200,15,189.8,43.82
Projet_6366,Projets numériques,mix,maritime,3515.18,hebdomadaire,"recyclé, acier",20,15,461.16,56.61
Projet_6367,Production industrielle,fossile,ferroviaire,6974.33,ponctuelle,béton,200,6,916.9,34.31
Projet_6368,Transport / logistique,renouvelable,aérien,8293.45,mensuelle,"recyclé, verre, plastique",100,20,454.19,88.58
Projet_6369,Production industrielle,renouvelable,routier,5520.87,hebdomadaire,"plastique, acier",50,49,286.19,34.89
Projet_6370,Construction immobilière,fossile,ferroviaire,921.24,quotidienne,"bois, verre",100,15,287.57,65.62
Projet_6371,Transport / logistique,mix,maritime,9589.31,quotidienne,"béton, bois",100,45,167.07,80.0
Projet_6372,Construction immobilière,renouvelable,ferroviaire,1600.37,ponctuelle,"bois, plastique",200,5,568.37,27.23
Projet_6373,Projets numériques,mix,maritime,5730.52,mensuelle,"bois, acier",5,30,936.33,80.72
Projet_6374,Construction immobilière,renouvelable,ferroviaire,8621.9,hebdomadaire,"acier, plastique, béton",200,31,831.33,25.11
Projet_6375,Production industrielle,fossile,maritime,1254.01,hebdomadaire,"acier, plastique",200,42,99.59,34.52
Projet_6376,Production industrielle,mix,maritime,7534.94,mensuelle,acier,100,40,63.75,45.48
Projet_6377,Agriculture durable,fossile,ferroviaire,8216.51,ponctuelle,verre,200,28,418.32,9.08
Projet_6378,Projets numériques,mix,maritime,1966.18,ponctuelle,"acier, verre",50,9,885.52,50.37
Projet_6379,Production industrielle,renouvelable,maritime,3246.94,ponctuelle,plastique,200,22,563.13,35.88
Projet_6380,Transport / logistique,mix,ferroviaire,7822.49,ponctuelle,"plastique, béton, acier",10,35,778.17,48.59
Projet_6381,Production industrielle,fossile,ferroviaire,7727.24,mensuelle,"plastique, bois",200,12,912.78,57.2
Projet_6382,Agriculture durable,fossile,ferroviaire,3050.94,mensuelle,plastique,5,21,390.95,74.64
Projet_6383,Production industrielle,renouvelable,aérien,8853.59,hebdomadaire,"verre, béton",100,14,548.28,13.98
Projet_6384,Projets numériques,fossile,routier,5461.97,quotidienne,"plastique, verre, recyclé",10,6,135.82,12.71
Projet_6385,Construction immobilière,fossile,aérien,6266.39,quotidienne,"bois, recyclé, verre",100,44,645.28,25.2
Projet_6386,Agriculture durable,mix,ferroviaire,9828.63,ponctuelle,verre,100,27,571.63,57.25
Projet_6387,Construction immobilière,mix,aérien,1493.01,ponctuelle,"verre, recyclé",50,30,271.55,85.4
Projet_6388,Agriculture durable,renouvelable,aérien,2612.52,quotidienne,"acier, bois",100,48,740.7,38.42
Projet_6389,Agriculture durable,mix,aérien,8870.2,mensuelle,bois,50,44,344.49,16.83
Projet_6390,Production industrielle,mix,ferroviaire,92.52,ponctuelle,acier,20,43,214.88,99.39
Projet_6391,Agriculture durable,fossile,aérien,9634.55,hebdomadaire,"béton, recyclé",20,19,418.3,96.15
Projet_6392,Agriculture durable,fossile,ferroviaire,1419.42,ponctuelle,"plastique, verre, acier",20,17,718.17,50.91
Projet_6393,Transport / logistique,fossile,aérien,4958.37,mensuelle,"plastique, béton, verre",10,34,711.79,63.64
Projet_6394,Projets numériques,renouvelable,ferroviaire,2120.04,ponctuelle,"verre, plastique, bois",100,7,660.32,44.7
Projet_6395,Production industrielle,renouvelable,routier,5737.91,ponctuelle,"acier, plastique",200,33,799.39,48.82
Projet_6396,Projets numériques,mix,ferroviaire,9498.22,ponctuelle,"bois, acier",100,33,62.03,57.27
Projet_6397,Projets numériques,mix,routier,7087.42,ponctuelle,"bois, verre, plastique",50,20,432.08,71.0
Projet_6398,Construction immobilière,mix,ferroviaire,2275.82,hebdomadaire,"recyclé, acier",200,42,194.4,7.57
Projet_6399,Transport / logistique,renouvelable,ferroviaire,1337.53,hebdomadaire,acier,10,27,776.5,25.47
Projet_6400,Projets numériques,mix,aérien,4516.78,ponctuelle,bois,10,47,68.8,38.11
Projet_6401,Projets numériques,fossile,routier,4720.0,quotidienne,acier,50,34,739.62,91.38
Projet_6402,Construction immobilière,fossile,maritime,5535.94,ponctuelle,"verre, bois",200,32,231.62,22.74
Projet_6403,Projets numériques,mix,maritime,172.92,hebdomadaire,"bois, acier, verre",50,14,486.55,28.82
Projet_6404,Transport / logistique,mix,aérien,2225.35,quotidienne,"recyclé, béton",50,19,790.89,63.03
Projet_6405,Projets numériques,renouvelable,routier,9224.75,hebdomadaire,"acier, plastique, verre",50,22,270.02,40.14
Projet_6406,Construction immobilière,fossile,aérien,1533.14,mensuelle,"acier, bois, béton",5,11,31.52,39.27
Projet_6407,Transport / logistique,fossile,ferroviaire,4796.6,quotidienne,"plastique, acier",100,6,891.94,16.78
Projet_6408,Production industrielle,renouvelable,maritime,8059.44,quotidienne,bois,200,50,394.37,34.96
Projet_6409,Agriculture durable,mix,maritime,4575.86,hebdomadaire,"acier, recyclé",100,8,760.83,87.04
Projet_6410,Construction immobilière,fossile,aérien,1385.75,mensuelle,"béton, recyclé, acier",10,28,880.7,17.68
Projet_6411,Agriculture durable,renouvelable,routier,5787.53,ponctuelle,bois,5,48,795.47,6.19
Projet_6412,Transport / logistique,mix,routier,7105.52,hebdomadaire,"bois, plastique",5,18,128.6,15.27
Projet_6413,Production industrielle,renouvelable,routier,2932.95,quotidienne,"recyclé, verre",100,25,898.38,84.49
Projet_6414,Construction immobilière,renouvelable,ferroviaire,9734.42,quotidienne,"recyclé, plastique",200,41,146.5,50.94
Projet_6415,Production industrielle,mix,maritime,1660.23,hebdomadaire,recyclé,10,9,392.03,87.72
Projet_6416,Production industrielle,mix,aérien,9997.75,hebdomadaire,"béton, verre, recyclé",20,10,475.55,90.54
Projet_6417,Construction immobilière,renouvelable,aérien,3825.84,mensuelle,"verre, plastique, acier",10,15,74.74,58.74
Projet_6418,Projets numériques,fossile,ferroviaire,6254.43,hebdomadaire,verre,200,11,515.68,55.4
Projet_6419,Projets numériques,mix,ferroviaire,7936.6,mensuelle,"bois, acier",200,21,844.75,7.52
Projet_6420,Construction immobilière,renouvelable,ferroviaire,1444.79,hebdomadaire,"plastique, recyclé, verre",200,45,149.88,51.01
Projet_6421,Projets numériques,fossile,routier,4139.17,hebdomadaire,recyclé,5,31,967.79,83.49
Projet_6422,Agriculture durable,renouvelable,ferroviaire,9137.54,hebdomadaire,"béton, bois, acier",50,5,524.04,35.17
Projet_6423,Construction immobilière,mix,routier,9461.88,ponctuelle,"acier, verre, plastique",200,18,122.68,26.6
Projet_6424,Projets numériques,fossile,routier,8019.61,ponctuelle,"acier, plastique",10,34,243.62,12.81
Projet_6425,Transport / logistique,mix,aérien,3931.31,ponctuelle,acier,5,18,134.61,62.57
Projet_6426,Projets numériques,fossile,routier,4524.55,ponctuelle,"verre, plastique",100,24,522.57,79.18
Projet_6427,Agriculture durable,renouvelable,routier,1923.24,mensuelle,verre,50,11,545.87,8.4
Projet_6428,Construction immobilière,fossile,routier,5634.19,mensuelle,bois,200,18,506.42,99.86
Projet_6429,Construction immobilière,renouvelable,maritime,6717.34,quotidienne,"bois, recyclé, béton",10,36,923.75,60.24
Projet_6430,Production industrielle,renouvelable,routier,8328.45,ponctuelle,"plastique, recyclé",200,16,774.64,39.71
Projet_6431,Transport / logistique,mix,routier,7468.67,ponctuelle,"acier, plastique",20,22,184.55,63.5
Projet_6432,Agriculture durable,mix,ferroviaire,8550.58,ponctuelle,bois,200,21,869.63,79.16
Projet_6433,Construction immobilière,renouvelable,aérien,2792.48,ponctuelle,"bois, béton",200,33,815.26,51.18
Projet_6434,Projets numériques,renouvelable,maritime,4682.29,quotidienne,"acier, plastique",50,48,88.72,49.13
Projet_6435,Construction immobilière,mix,aérien,1456.22,mensuelle,"recyclé, verre",20,42,409.04,57.0
Projet_6436,Projets numériques,mix,aérien,8979.17,mensuelle,plastique,100,6,731.34,1.09
Projet_6437,Production industrielle,fossile,ferroviaire,4551.6,quotidienne,"acier, plastique",5,5,83.84,55.6
Projet_6438,Agriculture durable,renouvelable,ferroviaire,8516.06,quotidienne,bois,5,34,95.6,34.61
Projet_6439,Transport / logistique,mix,ferroviaire,3712.61,ponctuelle,"recyclé, verre",10,21,387.59,85.96
Projet_6440,Production industrielle,fossile,routier,8178.64,ponctuelle,"verre, acier, béton",200,14,814.12,49.89
Projet_6441,Agriculture durable,mix,maritime,1826.99,quotidienne,acier,50,12,707.81,75.62
Projet_6442,Transport / logistique,renouvelable,aérien,4496.27,ponctuelle,"bois, verre, acier",20,19,57.25,67.05
Projet_6443,Agriculture durable,fossile,routier,6198.64,ponctuelle,acier,100,29,837.82,14.42
Projet_6444,Construction immobilière,fossile,routier,4774.83,quotidienne,plastique,20,41,663.67,5.97
Projet_6445,Agriculture durable,renouvelable,routier,2261.72,ponctuelle,"recyclé, béton",5,29,436.46,17.27
Projet_6446,Transport / logistique,mix,maritime,7642.03,hebdomadaire,"verre, béton, bois",100,49,501.01,37.73
Projet_6447,Agriculture durable,mix,maritime,143.77,ponctuelle,recyclé,50,5,380.25,96.17
Projet_6448,Construction immobilière,mix,aérien,7885.43,ponctuelle,verre,20,15,508.58,39.34
Projet_6449,Projets numériques,renouvelable,routier,1244.86,hebdomadaire,"plastique, béton",5,26,722.14,17.35
Projet_6450,Transport / logistique,fossile,ferroviaire,2706.2,quotidienne,acier,100,31,60.66,12.52
Projet_6451,Projets numériques,renouvelable,aérien,5599.31,hebdomadaire,"béton, acier, verre",50,39,787.77,86.74
Projet_6452,Projets numériques,fossile,aérien,2132.44,ponctuelle,"recyclé, acier",100,12,224.22,89.07
Projet_6453,Projets numériques,fossile,routier,991.44,ponctuelle,bois,50,32,386.02,65.75
Projet_6454,Construction immobilière,fossile,maritime,8916.87,mensuelle,"acier, béton, verre",50,35,623.16,23.82
Projet_6455,Production industrielle,fossile,maritime,7818.27,ponctuelle,"verre, recyclé, béton",20,16,485.66,45.36
Projet_6456,Projets numériques,mix,routier,3155.72,mensuelle,"verre, béton",20,22,61.94,59.86
Projet_6457,Projets numériques,fossile,routier,778.84,ponctuelle,"verre, plastique",20,44,161.12,80.32
Projet_6458,Production industrielle,fossile,routier,2033.37,mensuelle,"verre, recyclé, bois",100,8,224.63,16.26
Projet_6459,Transport / logistique,renouvelable,routier,3174.86,quotidienne,"béton, recyclé, acier",100,38,691.1,14.93
Projet_6460,Construction immobilière,fossile,ferroviaire,5183.84,hebdomadaire,acier,50,48,570.51,43.67
Projet_6461,Transport / logistique,renouvelable,routier,4185.59,quotidienne,"verre, bois",50,39,619.31,28.71
Projet_6462,Transport / logistique,fossile,routier,2282.45,ponctuelle,"verre, recyclé, bois",5,50,351.26,6.28
Projet_6463,Agriculture durable,mix,routier,1987.12,ponctuelle,"bois, recyclé, béton",5,18,980.48,24.17
Projet_6464,Construction immobilière,fossile,ferroviaire,5437.6,mensuelle,"recyclé, acier",100,28,174.02,38.69
Projet_6465,Transport / logistique,renouvelable,aérien,3274.41,quotidienne,"plastique, verre",10,35,537.14,37.35
Projet_6466,Transport / logistique,mix,aérien,3221.14,mensuelle,"acier, plastique",200,11,757.4,32.38
Projet_6467,Production industrielle,fossile,ferroviaire,2689.97,hebdomadaire,"acier, verre",200,10,727.92,49.03
Projet_6468,Production industrielle,fossile,routier,7824.74,hebdomadaire,"verre, béton, plastique",10,31,461.3,49.27
Projet_6469,Projets numériques,fossile,aérien,4436.7,hebdomadaire,"acier, recyclé, verre",5,41,306.06,35.46
Projet_6470,Construction immobilière,mix,ferroviaire,809.63,hebdomadaire,"béton, verre, bois",100,6,959.98,16.64
Projet_6471,Construction immobilière,renouvelable,ferroviaire,7988.12,quotidienne,"acier, béton",200,50,523.33,31.01
Projet_6472,Production industrielle,fossile,aérien,4678.65,quotidienne,"recyclé, béton",5,31,855.83,81.85
Projet_6473,Transport / logistique,mix,maritime,6363.84,mensuelle,recyclé,100,42,449.75,30.15
Projet_6474,Agriculture durable,fossile,routier,9767.41,quotidienne,recyclé,10,28,675.7,72.04
Projet_6475,Construction immobilière,renouvelable,ferroviaire,7688.37,mensuelle,"acier, bois",20,35,532.37,31.71
Projet_6476,Construction immobilière,fossile,maritime,5646.64,quotidienne,"plastique, béton",10,22,57.92,16.27
